temperatura,humedad,alimento,estado,vida_util
34.9,73.05,Tomate,Fresco,9
18.32,89.02,Platano,Fresco,10
30.44,83.09,Tomate,Maduro,6
20.18,43.39,Pollo,Deteriorado,3
31.02,85.24,Lechuga,Fresco,13
20.67,77.66,Platano,Fresco,15
33.97,72.2,Platano,Deteriorado,3
21.87,70.72,Platano,Fresco,10
19.24,49.7,Lechuga,Deteriorado,2
26.85,48.38,Tomate,Maduro,5
31.35,40.98,Pollo,Deteriorado,2
20.37,42.43,Platano,Deteriorado,3
32.57,65.69,Lechuga,Fresco,13
28.52,88.56,Lechuga,Deteriorado,2
20.61,74.13,Pollo,Fresco,9
24.67,63.41,Tomate,Deteriorado,1
24.4,69.45,Lechuga,Maduro,6
25.45,50.08,Pollo,Maduro,5
22.07,75.13,Tomate,Deteriorado,2
33.69,40.83,Tomate,Fresco,9
23.43,63.8,Platano,Fresco,10
27.47,89.01,Tomate,Deteriorado,1
34.77,43.74,Tomate,Deteriorado,1
33.23,40.85,Pollo,Deteriorado,3
34.15,62.59,Platano,Maduro,6
19.71,80.96,Pollo,Maduro,5
33.97,67.79,Tomate,Fresco,10
18.29,72.79,Platano,Fresco,14
33.8,63.45,Lechuga,Maduro,7
30.8,77.21,Lechuga,Deteriorado,3
34.97,79.92,Pollo,Maduro,4
25.94,56.05,Tomate,Fresco,15
29.7,53.98,Tomate,Maduro,6
30.67,55.03,Platano,Fresco,14
32.36,73.5,Pollo,Fresco,9
32.44,60.87,Pollo,Maduro,6
19.37,56.36,Platano,Fresco,13
28.92,44.58,Tomate,Fresco,14
25.29,80.16,Tomate,Fresco,15
18.0,89.66,Platano,Fresco,14
18.28,60.97,Tomate,Maduro,3
30.81,89.49,Tomate,Maduro,4
25.59,72.33,Tomate,Maduro,5
23.43,85.7,Tomate,Maduro,3
33.44,75.58,Platano,Deteriorado,1
25.98,42.43,Tomate,Deteriorado,2
28.98,62.86,Tomate,Maduro,5
30.2,45.57,Platano,Fresco,11
23.11,88.99,Lechuga,Fresco,12
21.18,54.75,Tomate,Maduro,3
28.1,64.89,Lechuga,Deteriorado,1
27.14,51.16,Platano,Fresco,15
25.6,74.68,Tomate,Deteriorado,1
20.62,58.89,Platano,Maduro,4
25.57,85.46,Tomate,Fresco,15
20.3,56.44,Tomate,Fresco,8
27.04,46.56,Pollo,Maduro,7
25.0,72.71,Platano,Deteriorado,1
21.92,73.44,Pollo,Fresco,15
20.2,51.14,Platano,Maduro,7
28.57,65.14,Platano,Fresco,11
32.71,62.87,Platano,Maduro,5
32.39,48.75,Pollo,Deteriorado,2
29.75,53.41,Lechuga,Maduro,4
23.63,81.43,Tomate,Deteriorado,3
34.79,63.24,Lechuga,Maduro,6
30.44,71.54,Platano,Deteriorado,1
25.21,89.3,Tomate,Deteriorado,2
29.33,60.03,Tomate,Deteriorado,1
31.15,54.94,Pollo,Maduro,7
26.46,71.58,Tomate,Fresco,10
24.28,68.81,Tomate,Fresco,7
31.5,73.74,Pollo,Maduro,7
32.27,81.4,Pollo,Deteriorado,1
29.32,62.23,Tomate,Fresco,8
26.21,63.72,Lechuga,Fresco,8
31.32,65.04,Tomate,Maduro,7
21.28,60.17,Tomate,Fresco,13
19.42,45.1,Lechuga,Maduro,7
21.15,61.37,Pollo,Deteriorado,3
27.71,59.42,Pollo,Deteriorado,3
27.27,76.21,Platano,Deteriorado,1
18.67,76.48,Lechuga,Maduro,4
23.33,62.64,Lechuga,Fresco,15
19.29,50.88,Platano,Maduro,3
34.67,88.75,Tomate,Fresco,9
34.24,73.67,Platano,Maduro,4
23.34,57.35,Lechuga,Maduro,6
30.35,66.54,Platano,Deteriorado,3
23.25,89.25,Platano,Maduro,5
18.73,77.36,Pollo,Fresco,10
33.78,84.05,Platano,Deteriorado,3
28.36,72.77,Pollo,Fresco,15
26.91,57.48,Pollo,Deteriorado,3
26.99,82.16,Tomate,Maduro,4
30.12,41.15,Pollo,Fresco,8
31.21,67.18,Lechuga,Deteriorado,2
18.27,87.59,Pollo,Deteriorado,3
31.88,58.29,Platano,Maduro,4
19.96,88.97,Tomate,Maduro,3
20.27,43.14,Platano,Maduro,3
25.75,77.88,Pollo,Maduro,3
25.34,70.73,Platano,Fresco,10
32.18,40.69,Lechuga,Deteriorado,2
34.79,82.66,Lechuga,Deteriorado,1
26.03,68.87,Tomate,Fresco,8
34.98,47.46,Tomate,Deteriorado,3
18.3,40.9,Pollo,Fresco,12
23.41,43.73,Lechuga,Fresco,10
18.09,58.85,Pollo,Deteriorado,1
22.74,64.24,Platano,Fresco,7
28.8,66.58,Lechuga,Maduro,4
20.1,82.95,Platano,Maduro,5
28.25,44.12,Platano,Fresco,11
20.5,60.02,Tomate,Deteriorado,3
33.45,85.53,Tomate,Maduro,3
25.87,82.01,Lechuga,Maduro,4
20.74,63.38,Platano,Deteriorado,3
29.68,56.91,Lechuga,Fresco,11
31.83,74.28,Pollo,Maduro,3
21.47,43.27,Pollo,Maduro,4
29.53,50.59,Pollo,Deteriorado,2
21.96,41.27,Tomate,Deteriorado,2
21.42,50.5,Lechuga,Deteriorado,2
19.28,64.94,Pollo,Maduro,4
21.86,83.84,Platano,Maduro,7
22.66,49.42,Lechuga,Deteriorado,2
19.04,49.08,Platano,Fresco,9
21.99,47.46,Platano,Maduro,5
18.01,46.67,Pollo,Maduro,3
18.25,71.01,Platano,Fresco,9
22.57,53.84,Pollo,Maduro,4
19.35,46.37,Lechuga,Deteriorado,1
27.98,88.78,Platano,Maduro,6
32.13,59.82,Lechuga,Deteriorado,2
33.61,45.76,Pollo,Deteriorado,3
28.18,44.08,Pollo,Deteriorado,3
33.18,79.23,Pollo,Maduro,6
22.01,62.71,Tomate,Maduro,4
22.26,56.51,Tomate,Deteriorado,1
29.44,84.89,Platano,Fresco,12
34.46,51.34,Platano,Fresco,8
23.75,57.06,Tomate,Maduro,3
25.68,63.89,Tomate,Maduro,3
18.96,80.8,Lechuga,Maduro,6
34.6,63.21,Tomate,Deteriorado,1
21.27,54.49,Tomate,Deteriorado,1
30.08,44.63,Lechuga,Deteriorado,2
27.76,42.04,Lechuga,Deteriorado,3
25.61,55.84,Pollo,Deteriorado,3
31.18,44.66,Tomate,Maduro,5
34.24,86.16,Lechuga,Fresco,8
33.37,66.7,Lechuga,Fresco,10
26.72,85.89,Platano,Deteriorado,3
31.73,67.24,Pollo,Deteriorado,3
27.03,83.02,Tomate,Fresco,14
28.62,55.67,Tomate,Deteriorado,1
32.18,45.47,Pollo,Maduro,5
29.94,46.03,Tomate,Maduro,4
22.8,40.34,Lechuga,Deteriorado,3
19.57,79.68,Platano,Deteriorado,1
27.7,73.62,Platano,Maduro,4
24.59,54.12,Lechuga,Deteriorado,3
31.15,79.43,Pollo,Deteriorado,3
26.91,42.08,Tomate,Deteriorado,2
33.39,43.42,Platano,Fresco,15
31.52,65.06,Pollo,Deteriorado,2
27.61,71.66,Lechuga,Maduro,4
33.4,64.67,Platano,Maduro,7
23.75,80.65,Pollo,Fresco,7
34.2,82.24,Lechuga,Deteriorado,2
32.64,80.57,Pollo,Fresco,15
20.64,42.48,Tomate,Fresco,14
25.53,56.26,Lechuga,Maduro,5
29.39,55.15,Tomate,Fresco,13
21.48,61.46,Lechuga,Fresco,10
22.07,46.14,Lechuga,Maduro,6
26.39,69.62,Platano,Maduro,6
25.93,87.95,Tomate,Fresco,8
23.31,47.58,Pollo,Maduro,4
28.06,81.5,Platano,Maduro,4
24.26,56.48,Platano,Fresco,14
20.77,87.54,Tomate,Maduro,4
31.43,88.9,Pollo,Deteriorado,2
32.08,65.0,Lechuga,Fresco,8
33.32,81.79,Platano,Maduro,4
20.91,50.14,Lechuga,Fresco,15
18.64,78.32,Lechuga,Maduro,6
25.96,62.5,Pollo,Fresco,7
19.21,61.6,Pollo,Deteriorado,2
28.19,82.35,Tomate,Fresco,15
26.73,54.4,Pollo,Maduro,7
29.52,84.87,Pollo,Deteriorado,3
26.77,71.65,Pollo,Deteriorado,3
31.41,67.92,Tomate,Deteriorado,2
20.16,69.97,Platano,Maduro,5
23.21,73.29,Lechuga,Deteriorado,1
33.26,56.11,Pollo,Deteriorado,1
32.74,71.61,Lechuga,Maduro,5
31.59,87.32,Tomate,Maduro,5
24.79,59.0,Tomate,Maduro,6
24.0,69.69,Lechuga,Deteriorado,1
30.57,81.87,Pollo,Maduro,6
21.83,75.74,Tomate,Fresco,10
24.3,82.73,Platano,Maduro,5
20.27,88.26,Pollo,Deteriorado,2
30.69,62.12,Pollo,Fresco,13
22.52,88.42,Platano,Fresco,10
32.47,45.78,Platano,Deteriorado,1
29.55,88.91,Pollo,Maduro,4
27.22,57.69,Pollo,Fresco,14
27.14,55.85,Lechuga,Fresco,11
22.56,56.64,Tomate,Fresco,8
32.17,75.98,Platano,Fresco,9
29.59,72.5,Pollo,Fresco,11
20.03,75.78,Pollo,Deteriorado,2
26.99,65.22,Pollo,Maduro,3
25.18,66.71,Tomate,Maduro,3
34.04,61.5,Pollo,Fresco,13
23.85,89.71,Pollo,Maduro,6
32.09,62.85,Tomate,Fresco,13
20.0,78.45,Tomate,Deteriorado,3
33.75,46.62,Tomate,Fresco,11
19.08,80.86,Platano,Fresco,7
26.09,87.25,Tomate,Fresco,12
33.41,50.37,Pollo,Maduro,7
29.17,43.68,Platano,Maduro,7
20.74,53.14,Lechuga,Maduro,7
33.85,49.81,Pollo,Maduro,7
29.41,56.37,Pollo,Deteriorado,3
34.97,71.82,Pollo,Deteriorado,3
20.47,78.07,Platano,Maduro,6
22.93,69.47,Lechuga,Fresco,10
19.78,58.86,Platano,Maduro,4
29.88,72.66,Tomate,Deteriorado,2
31.8,72.31,Tomate,Deteriorado,2
19.3,82.95,Platano,Deteriorado,2
18.2,67.95,Tomate,Deteriorado,1
30.45,45.18,Lechuga,Deteriorado,1
34.61,61.84,Lechuga,Fresco,15
19.59,67.11,Tomate,Deteriorado,1
34.82,61.77,Lechuga,Fresco,11
33.89,83.82,Tomate,Maduro,6
29.79,70.91,Lechuga,Deteriorado,1
22.28,80.38,Lechuga,Deteriorado,3
20.22,53.59,Lechuga,Deteriorado,3
32.07,69.9,Lechuga,Deteriorado,2
25.67,45.7,Tomate,Fresco,14
23.72,76.05,Platano,Deteriorado,2
24.97,68.85,Platano,Deteriorado,2
19.76,56.71,Platano,Deteriorado,2
28.94,50.47,Tomate,Maduro,6
22.51,42.15,Lechuga,Deteriorado,3
29.89,65.03,Tomate,Deteriorado,2
32.63,75.85,Lechuga,Deteriorado,3
19.54,87.21,Pollo,Maduro,4
19.51,58.49,Lechuga,Maduro,6
24.15,40.83,Platano,Fresco,11
21.92,83.64,Pollo,Maduro,3
31.24,65.77,Platano,Maduro,5
30.03,43.48,Lechuga,Maduro,7
34.32,57.37,Tomate,Deteriorado,3
32.5,62.56,Pollo,Deteriorado,3
21.86,73.88,Platano,Fresco,12
32.67,41.97,Platano,Maduro,6
28.14,53.29,Tomate,Maduro,4
24.9,71.18,Lechuga,Deteriorado,3
19.37,44.53,Lechuga,Maduro,7
18.25,87.17,Platano,Maduro,4
22.41,49.95,Lechuga,Fresco,15
29.17,56.3,Lechuga,Fresco,13
34.69,70.9,Lechuga,Fresco,13
27.68,60.94,Lechuga,Maduro,5
34.63,42.51,Lechuga,Maduro,6
30.64,66.53,Platano,Fresco,11
21.1,48.74,Lechuga,Deteriorado,2
30.46,85.24,Lechuga,Fresco,8
33.18,52.59,Platano,Deteriorado,3
30.3,43.19,Tomate,Deteriorado,3
26.1,41.21,Pollo,Maduro,4
29.82,77.56,Lechuga,Fresco,8
31.62,49.43,Tomate,Deteriorado,3
19.68,40.96,Pollo,Maduro,7
22.77,72.18,Pollo,Deteriorado,2
30.48,59.98,Pollo,Fresco,10
29.09,64.8,Platano,Deteriorado,3
18.74,50.33,Tomate,Deteriorado,1
20.7,69.89,Pollo,Maduro,6
27.64,71.36,Lechuga,Maduro,5
29.09,60.97,Tomate,Fresco,7
24.71,67.22,Pollo,Fresco,10
26.12,49.69,Tomate,Fresco,11
29.17,54.06,Lechuga,Deteriorado,2
28.66,67.45,Platano,Deteriorado,2
29.25,77.66,Pollo,Maduro,7
32.78,45.62,Lechuga,Deteriorado,3
23.04,51.64,Platano,Fresco,14
19.23,50.9,Platano,Maduro,6
23.32,77.62,Platano,Fresco,15
18.23,58.46,Tomate,Fresco,11
26.2,68.27,Lechuga,Maduro,7
20.76,41.02,Lechuga,Deteriorado,2
30.9,65.2,Platano,Fresco,8
30.14,79.65,Platano,Deteriorado,1
34.88,49.16,Tomate,Fresco,15
22.71,62.08,Pollo,Maduro,4
25.61,80.0,Platano,Fresco,11
29.88,89.68,Pollo,Fresco,7
31.16,57.83,Tomate,Fresco,9
25.5,41.48,Tomate,Maduro,7
22.73,88.13,Tomate,Deteriorado,3
32.39,80.72,Tomate,Maduro,7
34.27,65.66,Platano,Fresco,7
20.13,63.49,Tomate,Deteriorado,1
33.61,43.09,Platano,Deteriorado,2
21.99,80.62,Pollo,Fresco,13
18.52,65.27,Platano,Fresco,11
24.87,75.97,Lechuga,Fresco,9
29.22,67.65,Tomate,Fresco,15
28.29,87.19,Tomate,Fresco,7
24.67,75.01,Platano,Fresco,12
24.71,48.16,Lechuga,Deteriorado,1
18.5,74.98,Lechuga,Deteriorado,2
26.09,55.89,Lechuga,Fresco,12
18.12,74.55,Tomate,Deteriorado,2
21.95,46.07,Lechuga,Deteriorado,1
30.49,73.13,Pollo,Deteriorado,2
18.34,56.5,Lechuga,Fresco,11
24.85,66.18,Lechuga,Deteriorado,1
28.62,71.92,Tomate,Deteriorado,3
24.92,41.65,Tomate,Deteriorado,2
26.57,66.32,Lechuga,Deteriorado,2
18.26,65.01,Pollo,Deteriorado,1
22.42,74.02,Lechuga,Deteriorado,2
25.54,44.35,Pollo,Fresco,12
31.62,74.28,Tomate,Maduro,3
23.34,53.65,Pollo,Deteriorado,3
34.01,58.07,Pollo,Deteriorado,2
18.31,62.1,Platano,Maduro,5
19.5,59.06,Pollo,Maduro,3
20.56,60.51,Pollo,Fresco,14
18.31,63.3,Pollo,Deteriorado,1
23.92,62.94,Lechuga,Deteriorado,3
22.1,48.7,Lechuga,Maduro,3
30.31,69.71,Pollo,Fresco,7
23.26,68.99,Lechuga,Maduro,3
18.53,48.52,Pollo,Deteriorado,2
22.92,50.97,Pollo,Maduro,5
22.68,89.71,Lechuga,Maduro,7
32.69,64.95,Lechuga,Maduro,4
20.79,53.78,Platano,Maduro,6
30.13,72.0,Pollo,Fresco,11
23.94,84.96,Lechuga,Fresco,9
21.84,81.66,Platano,Fresco,7
30.76,49.59,Lechuga,Fresco,14
20.15,76.37,Lechuga,Fresco,12
23.28,45.22,Tomate,Fresco,8
23.41,69.48,Platano,Deteriorado,2
25.18,77.34,Tomate,Fresco,9
21.33,46.11,Platano,Fresco,15
27.0,57.8,Tomate,Fresco,13
30.83,85.16,Pollo,Deteriorado,1
34.84,51.03,Pollo,Maduro,7
23.83,43.57,Pollo,Deteriorado,2
27.9,49.87,Tomate,Maduro,4
34.56,88.65,Lechuga,Fresco,13
18.7,41.04,Lechuga,Deteriorado,1
18.75,88.64,Tomate,Maduro,6
23.21,59.75,Lechuga,Maduro,7
29.29,83.36,Platano,Deteriorado,3
18.72,80.7,Pollo,Deteriorado,2
28.58,77.12,Tomate,Maduro,5
24.5,62.64,Tomate,Deteriorado,2
20.17,57.22,Lechuga,Deteriorado,1
22.4,71.49,Platano,Deteriorado,1
30.99,48.66,Platano,Maduro,7
31.95,60.44,Platano,Maduro,6
31.38,85.23,Lechuga,Deteriorado,3
23.17,62.28,Lechuga,Fresco,10
34.34,82.29,Lechuga,Deteriorado,1
32.01,78.69,Pollo,Fresco,14
29.45,42.46,Tomate,Deteriorado,1
29.69,85.08,Platano,Deteriorado,1
20.74,88.3,Tomate,Deteriorado,1
27.91,55.84,Platano,Fresco,10
31.98,58.65,Platano,Maduro,4
20.45,76.68,Lechuga,Deteriorado,1
30.8,43.67,Platano,Maduro,7
26.13,84.64,Tomate,Deteriorado,1
34.95,43.34,Lechuga,Deteriorado,1
26.54,84.81,Pollo,Deteriorado,2
19.87,41.05,Platano,Maduro,7
34.16,51.31,Pollo,Deteriorado,2
34.53,78.33,Tomate,Deteriorado,3
33.42,42.75,Platano,Maduro,4
23.63,76.22,Pollo,Maduro,4
31.01,49.36,Platano,Fresco,13
29.25,57.16,Tomate,Deteriorado,1
34.49,72.9,Pollo,Fresco,12
25.03,54.31,Pollo,Maduro,3
31.76,82.23,Platano,Deteriorado,2
27.44,76.82,Platano,Fresco,13
31.02,62.09,Tomate,Deteriorado,3
18.14,86.26,Lechuga,Maduro,5
21.02,76.98,Platano,Fresco,13
18.64,42.28,Pollo,Fresco,11
30.0,48.07,Tomate,Deteriorado,3
21.89,45.31,Tomate,Deteriorado,1
31.94,88.78,Platano,Deteriorado,3
33.45,45.59,Tomate,Maduro,5
32.97,64.58,Lechuga,Maduro,3
29.86,65.85,Lechuga,Deteriorado,1
28.61,71.54,Platano,Maduro,6
34.89,48.16,Platano,Fresco,12
30.78,87.11,Tomate,Maduro,4
32.57,56.75,Lechuga,Fresco,9
30.92,63.14,Tomate,Deteriorado,2
28.7,50.58,Tomate,Fresco,9
31.26,71.04,Tomate,Deteriorado,3
29.97,78.13,Tomate,Maduro,7
18.06,40.04,Lechuga,Deteriorado,3
29.04,85.12,Platano,Maduro,4
21.11,75.14,Lechuga,Fresco,11
32.51,85.38,Pollo,Deteriorado,1
24.37,63.28,Platano,Deteriorado,1
22.4,64.18,Lechuga,Fresco,10
29.0,46.84,Platano,Maduro,3
34.99,73.62,Tomate,Deteriorado,3
25.11,49.54,Pollo,Maduro,6
26.79,45.74,Platano,Maduro,7
28.78,76.87,Pollo,Maduro,6
34.46,65.75,Platano,Maduro,6
29.55,46.56,Platano,Maduro,5
28.38,49.82,Pollo,Deteriorado,1
19.56,75.97,Tomate,Maduro,6
33.86,87.88,Pollo,Fresco,10
22.09,66.93,Lechuga,Maduro,4
26.08,71.93,Tomate,Deteriorado,2
26.35,70.94,Platano,Maduro,4
22.03,89.01,Lechuga,Fresco,7
34.75,43.42,Tomate,Maduro,5
34.63,77.75,Pollo,Fresco,14
27.36,40.82,Pollo,Fresco,9
25.46,88.47,Platano,Fresco,14
23.95,88.67,Pollo,Fresco,14
19.09,56.29,Tomate,Maduro,5
19.01,75.55,Lechuga,Maduro,5
22.56,83.68,Pollo,Deteriorado,1
21.4,72.31,Pollo,Fresco,14
18.17,56.51,Platano,Fresco,11
25.49,70.54,Lechuga,Deteriorado,1
34.3,81.79,Platano,Fresco,7
31.69,56.33,Platano,Deteriorado,2
21.74,61.6,Lechuga,Deteriorado,3
27.62,64.99,Pollo,Maduro,5
33.91,40.83,Tomate,Fresco,10
33.29,78.94,Lechuga,Fresco,11
24.56,50.99,Tomate,Maduro,3
26.29,75.03,Platano,Maduro,7
18.12,86.49,Lechuga,Fresco,14
25.44,45.59,Lechuga,Fresco,11
21.15,59.11,Platano,Deteriorado,1
25.9,84.26,Pollo,Maduro,3
27.61,48.27,Platano,Deteriorado,3
28.88,50.75,Lechuga,Maduro,6
28.14,80.69,Tomate,Deteriorado,3
23.03,85.47,Pollo,Fresco,15
34.57,76.35,Platano,Maduro,7
18.11,59.72,Pollo,Deteriorado,3
23.91,61.31,Tomate,Maduro,5
34.87,85.27,Lechuga,Maduro,5
29.19,74.98,Lechuga,Deteriorado,1
20.47,82.49,Lechuga,Maduro,6
24.93,61.03,Pollo,Deteriorado,2
32.63,74.78,Tomate,Fresco,13
18.26,75.9,Platano,Fresco,10
20.61,67.35,Lechuga,Deteriorado,3
25.45,81.16,Tomate,Fresco,7
27.8,61.37,Platano,Maduro,7
30.99,82.57,Lechuga,Deteriorado,1
27.22,52.93,Tomate,Fresco,11
27.78,58.35,Platano,Deteriorado,2
32.21,84.72,Platano,Maduro,5
32.62,48.17,Platano,Fresco,13
26.19,76.33,Platano,Maduro,6
33.75,70.69,Pollo,Fresco,9
27.67,52.03,Lechuga,Maduro,6
22.22,40.88,Tomate,Fresco,13
34.18,40.08,Lechuga,Deteriorado,1
23.52,80.85,Pollo,Deteriorado,1
26.14,55.4,Pollo,Maduro,3
24.13,83.45,Pollo,Maduro,7
26.44,53.19,Platano,Fresco,12
19.18,61.99,Tomate,Deteriorado,1
23.6,58.75,Tomate,Fresco,7
26.84,55.86,Tomate,Fresco,12
31.34,74.59,Platano,Maduro,5
18.11,43.09,Platano,Maduro,6
29.04,78.44,Platano,Fresco,15
19.15,72.18,Lechuga,Deteriorado,3
30.0,54.29,Platano,Fresco,12
26.14,45.99,Lechuga,Maduro,4
25.29,83.09,Platano,Deteriorado,1
30.68,77.06,Platano,Fresco,8
24.48,83.38,Platano,Maduro,3
31.98,68.17,Platano,Fresco,14
25.38,55.7,Lechuga,Fresco,10
34.08,89.93,Pollo,Deteriorado,1
19.06,71.21,Tomate,Fresco,11
22.87,63.52,Platano,Maduro,6
32.7,56.46,Tomate,Deteriorado,1
29.86,64.58,Lechuga,Deteriorado,3
28.54,48.89,Lechuga,Deteriorado,2
25.04,82.41,Pollo,Maduro,6
28.95,43.26,Lechuga,Deteriorado,3
18.13,79.7,Tomate,Maduro,7
31.55,73.19,Tomate,Fresco,8
32.33,55.78,Tomate,Deteriorado,2
34.37,86.52,Tomate,Deteriorado,2
23.7,79.91,Lechuga,Maduro,6
34.8,62.57,Platano,Deteriorado,1
23.65,54.43,Lechuga,Fresco,14
19.03,59.26,Platano,Fresco,12
18.39,41.79,Lechuga,Deteriorado,3
30.08,87.67,Pollo,Maduro,3
24.68,46.08,Platano,Maduro,4
22.14,54.12,Platano,Deteriorado,1
25.03,61.84,Lechuga,Deteriorado,3
32.44,88.02,Lechuga,Maduro,6
34.9,70.65,Pollo,Maduro,5
30.08,88.88,Lechuga,Maduro,4
28.95,46.21,Platano,Maduro,7
18.24,45.55,Platano,Fresco,12
21.44,69.91,Platano,Maduro,6
31.5,89.19,Tomate,Maduro,6
25.82,65.4,Pollo,Deteriorado,3
29.64,63.41,Platano,Maduro,7
27.7,66.26,Tomate,Maduro,6
18.62,42.12,Platano,Fresco,10
31.82,47.01,Pollo,Maduro,5
34.62,51.43,Pollo,Fresco,11
24.31,71.78,Platano,Deteriorado,1
34.73,60.15,Lechuga,Fresco,8
26.7,86.13,Platano,Fresco,14
18.35,67.6,Lechuga,Maduro,3
23.66,75.58,Tomate,Maduro,7
33.37,82.76,Lechuga,Deteriorado,2
24.32,41.87,Tomate,Maduro,6
24.48,70.02,Pollo,Deteriorado,3
34.47,77.65,Lechuga,Fresco,8
33.25,78.75,Lechuga,Deteriorado,2
22.2,54.64,Platano,Deteriorado,3
34.35,68.17,Platano,Maduro,5
31.98,66.65,Platano,Deteriorado,2
18.03,72.95,Pollo,Fresco,8
20.84,50.31,Platano,Fresco,10
26.4,75.92,Platano,Maduro,3
26.82,63.49,Pollo,Fresco,7
29.83,42.7,Tomate,Deteriorado,1
20.8,51.3,Pollo,Fresco,15
26.72,49.0,Platano,Deteriorado,2
33.98,62.25,Platano,Fresco,11
29.06,81.14,Lechuga,Fresco,7
18.04,77.31,Lechuga,Maduro,3
34.19,73.74,Lechuga,Fresco,13
25.45,51.05,Lechuga,Fresco,9
28.64,67.03,Platano,Fresco,7
23.61,42.89,Tomate,Fresco,11
27.08,40.01,Pollo,Deteriorado,1
20.05,64.94,Tomate,Fresco,9
34.93,56.05,Platano,Deteriorado,1
28.46,46.34,Pollo,Maduro,4
21.01,86.83,Lechuga,Fresco,14
25.76,54.18,Lechuga,Maduro,7
33.65,54.48,Tomate,Fresco,9
31.78,53.27,Tomate,Maduro,4
18.23,86.96,Pollo,Fresco,13
27.64,72.75,Tomate,Deteriorado,3
29.01,54.59,Platano,Fresco,11
32.78,71.73,Lechuga,Deteriorado,3
20.01,41.26,Platano,Deteriorado,3
34.83,78.93,Tomate,Fresco,15
28.17,79.54,Platano,Deteriorado,1
33.32,44.16,Tomate,Deteriorado,3
22.53,84.55,Tomate,Maduro,4
25.63,49.48,Lechuga,Deteriorado,1
30.24,55.22,Pollo,Deteriorado,2
30.58,62.41,Platano,Fresco,12
25.03,44.4,Pollo,Deteriorado,1
22.54,69.94,Lechuga,Fresco,11
30.16,41.99,Lechuga,Deteriorado,3
30.32,77.06,Lechuga,Maduro,3
34.91,47.3,Tomate,Fresco,11
30.17,75.84,Lechuga,Maduro,3
33.88,44.11,Tomate,Maduro,6
34.47,75.03,Tomate,Fresco,11
28.14,67.82,Pollo,Deteriorado,1
26.99,76.19,Lechuga,Fresco,14
22.0,86.88,Lechuga,Fresco,15
22.25,63.17,Pollo,Maduro,6
18.87,55.91,Tomate,Maduro,4
28.08,76.96,Pollo,Fresco,8
33.28,58.07,Lechuga,Maduro,4
21.5,41.45,Pollo,Fresco,8
27.83,79.36,Platano,Fresco,14
19.9,69.59,Tomate,Maduro,5
22.55,70.54,Platano,Fresco,13
21.04,72.88,Pollo,Fresco,7
23.93,67.58,Lechuga,Deteriorado,3
25.93,89.49,Lechuga,Fresco,13
18.43,52.76,Tomate,Fresco,7
23.95,43.69,Lechuga,Maduro,3
27.3,43.85,Pollo,Fresco,8
33.47,72.33,Pollo,Fresco,13
30.55,79.25,Tomate,Deteriorado,3
33.25,89.93,Lechuga,Fresco,12
23.68,70.62,Platano,Fresco,13
32.68,72.32,Pollo,Maduro,7
26.47,53.13,Platano,Fresco,8
21.8,70.76,Pollo,Maduro,6
25.67,53.04,Platano,Maduro,6
30.0,66.72,Tomate,Fresco,14
20.8,58.25,Lechuga,Maduro,3
24.04,80.95,Lechuga,Maduro,4
22.01,54.88,Platano,Maduro,4
28.55,66.44,Tomate,Deteriorado,2
23.44,45.61,Tomate,Maduro,6
34.12,60.48,Lechuga,Deteriorado,3
28.47,75.3,Pollo,Fresco,12
25.81,72.67,Platano,Maduro,7
20.84,65.44,Tomate,Fresco,9
21.66,85.02,Platano,Deteriorado,3
34.5,67.8,Lechuga,Maduro,4
32.13,43.15,Platano,Maduro,5
31.71,44.73,Tomate,Deteriorado,1
26.31,61.44,Lechuga,Maduro,3
31.63,87.52,Platano,Maduro,4
19.04,63.05,Pollo,Deteriorado,1
18.69,85.97,Tomate,Maduro,5
23.9,66.18,Pollo,Maduro,6
18.69,81.28,Lechuga,Fresco,13
32.7,85.1,Lechuga,Maduro,7
29.74,69.02,Pollo,Maduro,7
26.21,78.62,Pollo,Fresco,8
24.48,78.65,Tomate,Fresco,15
31.47,82.65,Lechuga,Maduro,5
23.58,63.83,Platano,Fresco,15
22.4,81.93,Pollo,Maduro,5
33.81,84.99,Tomate,Maduro,3
22.57,57.57,Tomate,Fresco,8
33.49,81.63,Lechuga,Deteriorado,2
30.51,44.87,Tomate,Deteriorado,2
25.44,45.64,Tomate,Maduro,5
19.81,60.28,Tomate,Fresco,11
18.03,53.03,Lechuga,Deteriorado,1
22.46,83.25,Pollo,Fresco,13
23.51,65.53,Lechuga,Maduro,5
26.51,44.91,Lechuga,Maduro,5
25.86,73.61,Platano,Deteriorado,1
34.08,74.45,Platano,Fresco,13
29.92,72.34,Platano,Deteriorado,2
24.56,43.36,Platano,Maduro,4
30.81,53.21,Lechuga,Fresco,10
18.22,63.73,Pollo,Maduro,7
30.21,70.95,Lechuga,Fresco,15
34.68,44.31,Pollo,Deteriorado,2
22.95,78.08,Pollo,Deteriorado,3
26.77,65.92,Tomate,Maduro,4
28.57,75.56,Pollo,Fresco,13
26.39,86.15,Pollo,Deteriorado,3
23.48,43.04,Tomate,Fresco,13
27.46,84.68,Pollo,Fresco,7
29.45,75.25,Lechuga,Fresco,14
32.02,55.29,Pollo,Maduro,5
22.97,70.79,Platano,Maduro,7
33.2,43.7,Tomate,Deteriorado,1
